datetime,total,month,weekDay,day,hour
1/4/2005 3:00,118487,1,1,4,3
1/4/2005 4:00,116533,1,1,4,4
1/4/2005 5:00,121059,1,1,4,5
1/4/2005 6:00,131882,1,1,4,6
1/4/2005 7:00,148762,1,1,4,7
1/4/2005 8:00,167633,1,1,4,8
1/4/2005 9:00,206783,1,1,4,9
1/4/2005 10:00,238063,1,1,4,10
1/4/2005 11:00,252415,1,1,4,11
1/4/2005 12:00,247419,1,1,4,12
1/4/2005 13:00,237304,1,1,4,13
1/4/2005 14:00,230940,1,1,4,14
1/4/2005 15:00,221025,1,1,4,15
1/4/2005 16:00,220678,1,1,4,16
1/4/2005 17:00,218179,1,1,4,17
1/4/2005 18:00,218460,1,1,4,18
1/4/2005 19:00,218859,1,1,4,19
1/4/2005 20:00,230671,1,1,4,20
1/4/2005 21:00,228877,1,1,4,21
1/4/2005 22:00,222350,1,1,4,22
1/4/2005 23:00,208885,1,1,4,23
1/5/2005 0:00,181284,1,2,5,12
1/5/2005 1:00,146594,1,2,5,1
1/5/2005 2:00,129392,1,2,5,2
1/5/2005 3:00,118012,1,2,5,3
1/5/2005 4:00,116025,1,2,5,4
1/5/2005 5:00,119592,1,2,5,5
1/5/2005 6:00,134051,1,2,5,6
1/5/2005 7:00,149895,1,2,5,7
1/5/2005 8:00,171575,1,2,5,8
1/5/2005 9:00,206144,1,2,5,9
1/5/2005 10:00,239637,1,2,5,10
1/5/2005 11:00,250748,1,2,5,11
1/5/2005 12:00,247072,1,2,5,12
1/5/2005 13:00,241547,1,2,5,13
1/5/2005 14:00,233347,1,2,5,14
1/5/2005 15:00,226833,1,2,5,15
1/5/2005 16:00,223435,1,2,5,16
1/5/2005 17:00,220908,1,2,5,17
1/5/2005 18:00,215209,1,2,5,18
1/5/2005 19:00,220540,1,2,5,19
1/5/2005 20:00,227553,1,2,5,20
1/5/2005 21:00,229437,1,2,5,21
1/5/2005 22:00,226999,1,2,5,22
1/5/2005 23:00,209002,1,2,5,23
1/6/2005 0:00,182444,1,3,6,12
1/6/2005 1:00,146645,1,3,6,1
1/6/2005 2:00,126777,1,3,6,2
1/6/2005 3:00,117431,1,3,6,3
1/6/2005 4:00,114517,1,3,6,4
1/6/2005 5:00,119091,1,3,6,5
1/6/2005 6:00,133502,1,3,6,6
1/6/2005 7:00,149119,1,3,6,7
1/6/2005 8:00,169004,1,3,6,8
1/6/2005 9:00,206834,1,3,6,9
1/6/2005 10:00,238829,1,3,6,10
1/6/2005 11:00,252449,1,3,6,11
1/6/2005 12:00,245827,1,3,6,12
1/6/2005 13:00,240421,1,3,6,13
1/6/2005 14:00,236947,1,3,6,14
1/6/2005 15:00,229101,1,3,6,15
1/6/2005 16:00,227755,1,3,6,16
1/6/2005 17:00,226143,1,3,6,17
1/6/2005 18:00,224946,1,3,6,18
1/6/2005 19:00,230339,1,3,6,19
1/6/2005 20:00,233117,1,3,6,20
1/6/2005 21:00,228498,1,3,6,21
1/6/2005 22:00,226870,1,3,6,22
1/6/2005 23:00,208332,1,3,6,23
1/7/2005 0:00,182896,1,4,7,12
1/7/2005 1:00,148677,1,4,7,1
1/7/2005 2:00,127603,1,4,7,2
1/7/2005 3:00,117810,1,4,7,3
1/7/2005 4:00,112756,1,4,7,4
1/7/2005 5:00,115988,1,4,7,5
1/7/2005 6:00,124545,1,4,7,6
1/7/2005 7:00,135122,1,4,7,7
1/7/2005 8:00,156978,1,4,7,8
1/7/2005 9:00,193327,1,4,7,9
1/7/2005 10:00,226399,1,4,7,10
1/7/2005 11:00,240832,1,4,7,11
1/7/2005 12:00,239510,1,4,7,12
1/7/2005 13:00,231540,1,4,7,13
1/7/2005 14:00,220886,1,4,7,14
1/7/2005 15:00,210419,1,4,7,15
1/7/2005 16:00,205302,1,4,7,16
1/7/2005 17:00,203949,1,4,7,17
1/7/2005 18:00,200223,1,4,7,18
1/7/2005 19:00,205904,1,4,7,19
1/7/2005 20:00,211663,1,4,7,20
1/7/2005 21:00,210623,1,4,7,21
1/7/2005 22:00,214898,1,4,7,22
1/7/2005 23:00,195187,1,4,7,23
1/8/2005 0:00,180532,1,5,8,12
1/8/2005 1:00,148445,1,5,8,1
1/8/2005 2:00,127190,1,5,8,2
1/8/2005 3:00,117312,1,5,8,3
1/8/2005 4:00,114071,1,5,8,4
1/8/2005 5:00,116910,1,5,8,5
1/8/2005 6:00,128019,1,5,8,6
1/8/2005 7:00,140169,1,5,8,7
1/8/2005 8:00,162252,1,5,8,8
1/8/2005 9:00,199043,1,5,8,9
1/8/2005 10:00,235235,1,5,8,10
1/8/2005 11:00,247486,1,5,8,11
1/8/2005 12:00,247015,1,5,8,12
1/8/2005 13:00,245174,1,5,8,13
1/8/2005 14:00,235204,1,5,8,14
1/8/2005 15:00,228276,1,5,8,15
1/8/2005 16:00,222672,1,5,8,16
1/8/2005 17:00,222201,1,5,8,17
1/8/2005 18:00,222509,1,5,8,18
1/8/2005 19:00,224939,1,5,8,19
1/8/2005 20:00,224641,1,5,8,20
1/8/2005 21:00,232127,1,5,8,21
1/8/2005 22:00,229388,1,5,8,22
1/8/2005 23:00,210970,1,5,8,23
1/9/2005 0:00,184486,1,6,9,12
1/9/2005 1:00,149524,1,6,9,1
1/9/2005 2:00,130273,1,6,9,2
1/9/2005 3:00,117399,1,6,9,3
1/9/2005 4:00,115616,1,6,9,4
1/9/2005 5:00,117131,1,6,9,5
1/9/2005 6:00,127659,1,6,9,6
1/9/2005 7:00,137732,1,6,9,7
1/9/2005 8:00,159678,1,6,9,8
1/9/2005 9:00,197595,1,6,9,9
1/9/2005 10:00,238089,1,6,9,10
1/9/2005 11:00,253763,1,6,9,11
1/9/2005 12:00,257739,1,6,9,12
1/9/2005 13:00,250524,1,6,9,13
1/9/2005 14:00,240924,1,6,9,14
1/9/2005 15:00,232722,1,6,9,15
1/9/2005 16:00,229693,1,6,9,16
1/9/2005 17:00,234247,1,6,9,17
1/9/2005 18:00,232790,1,6,9,18
1/9/2005 19:00,241269,1,6,9,19
1/9/2005 20:00,240996,1,6,9,20
1/9/2005 21:00,247783,1,6,9,21
1/9/2005 22:00,238954,1,6,9,22
1/9/2005 23:00,213575,1,6,9,23
1/10/2005 0:00,193372,1,5.8,10,12
1/10/2005 1:00,148945,1,5.6,10,1
1/10/2005 2:00,125254,1,5.4,10,2
1/10/2005 3:00,117945,1,5.2,10,3
1/10/2005 4:00,113046,1,5,10,4
1/10/2005 5:00,118036,1,4.8,10,5
1/10/2005 6:00,138030,1,4.6,10,6
1/10/2005 7:00,162626,1,4.4,10,7
1/10/2005 8:00,180689,1,4.2,10,8
1/10/2005 9:00,214527,1,4,10,9
1/10/2005 10:00,242839,1,3.8,10,10
1/10/2005 11:00,256175,1,3.6,10,11
1/10/2005 12:00,254838,1,3.4,10,12
1/10/2005 13:00,254049,1,3.2,10,13
1/10/2005 14:00,245371,1,3,10,14
1/10/2005 15:00,236619,1,2.8,10,15
1/10/2005 16:00,239951,1,2.6,10,16
1/10/2005 17:00,242211,1,2.4,10,17
1/10/2005 18:00,244662,1,2.2,10,18
1/10/2005 19:00,263151,1,2,10,19
1/10/2005 20:00,274583,1,1.8,10,20
1/10/2005 21:00,274887,1,1.6,10,21
1/10/2005 22:00,256632,1,1.4,10,22
1/10/2005 23:00,235622,1,1.2,10,23
1/11/2005 0:00,183501,1,1,11,12
1/11/2005 1:00,143973,1,1,11,1
1/11/2005 2:00,122661,1,1,11,2
1/11/2005 3:00,113488,1,1,11,3
1/11/2005 4:00,113897,1,1,11,4
1/11/2005 5:00,129141,1,1,11,5
1/11/2005 6:00,184687,1,1,11,6
1/11/2005 7:00,243203,1,1,11,7
1/11/2005 8:00,221382,1,1,11,8
1/11/2005 9:00,225839,1,1,11,9
1/11/2005 10:00,225378,1,1,11,10
1/11/2005 11:00,223201,1,1,11,11
1/11/2005 12:00,219626,1,1,11,12
1/11/2005 13:00,219611,1,1,11,13
1/11/2005 14:00,217464,1,1,11,14
1/11/2005 15:00,210173,1,1,11,15
1/11/2005 16:00,210865,1,1,11,16
1/11/2005 17:00,215175,1,1,11,17
1/11/2005 18:00,221163,1,1,11,18
1/11/2005 19:00,230006,1,1,11,19
1/11/2005 20:00,259098,1,1,11,20
1/11/2005 21:00,263359,1,1,11,21
1/11/2005 22:00,257418,1,1,11,22
1/11/2005 23:00,226146,1,1,11,23
1/12/2005 0:00,181508,1,2,12,12
1/12/2005 1:00,139900,1,2,12,1
1/12/2005 2:00,121563,1,2,12,2
1/12/2005 3:00,114724,1,2,12,3
1/12/2005 4:00,114818,1,2,12,4
1/12/2005 5:00,131188,1,2,12,5
1/12/2005 6:00,178966,1,2,12,6
1/12/2005 7:00,235415,1,2,12,7
1/12/2005 8:00,225595,1,2,12,8
1/12/2005 9:00,223664,1,2,12,9
1/12/2005 10:00,224833,1,2,12,10
1/12/2005 11:00,222224,1,2,12,11
1/12/2005 12:00,220546,1,2,12,12
1/12/2005 13:00,220647,1,2,12,13
1/12/2005 14:00,218439,1,2,12,14
1/12/2005 15:00,213119,1,2,12,15
1/12/2005 16:00,213118,1,2,12,16
1/12/2005 17:00,216473,1,2,12,17
1/12/2005 18:00,223498,1,2,12,18
1/12/2005 19:00,228226,1,2,12,19
1/12/2005 20:00,260290,1,2,12,20
1/12/2005 21:00,264243,1,2,12,21
1/12/2005 22:00,254416,1,2,12,22
1/12/2005 23:00,226642,1,2,12,23
1/13/2005 0:00,181755,1,3,13,12
1/13/2005 1:00,141757,1,3,13,1
1/13/2005 2:00,123968,1,3,13,2
1/13/2005 3:00,117510,1,3,13,3
1/13/2005 4:00,115814,1,3,13,4
1/13/2005 5:00,132495,1,3,13,5
1/13/2005 6:00,180063,1,3,13,6
1/13/2005 7:00,235062,1,3,13,7
1/13/2005 8:00,228431,1,3,13,8
1/13/2005 9:00,225686,1,3,13,9
1/13/2005 10:00,223847,1,3,13,10
1/13/2005 11:00,224844,1,3,13,11
1/13/2005 12:00,220885,1,3,13,12
1/13/2005 13:00,220855,1,3,13,13
1/13/2005 14:00,217473,1,3,13,14
1/13/2005 15:00,213668,1,3,13,15
1/13/2005 16:00,212751,1,3,13,16
1/13/2005 17:00,217645,1,3,13,17
1/13/2005 18:00,226870,1,3,13,18
1/13/2005 19:00,231559,1,3,13,19
1/13/2005 20:00,253657,1,3,13,20
1/13/2005 21:00,254795,1,3,13,21
1/13/2005 22:00,250381,1,3,13,22
1/13/2005 23:00,224536,1,3,13,23
1/14/2005 0:00,184693,1,4,14,12
1/14/2005 1:00,145938,1,4,14,1
1/14/2005 2:00,125162,1,4,14,2
1/14/2005 3:00,118848,1,4,14,3
1/14/2005 4:00,117041,1,4,14,4
1/14/2005 5:00,129990,1,4,14,5
1/14/2005 6:00,176679,1,4,14,6
1/14/2005 7:00,231228,1,4,14,7
1/14/2005 8:00,226258,1,4,14,8
1/14/2005 9:00,226481,1,4,14,9
1/14/2005 10:00,226185,1,4,14,10
1/14/2005 11:00,225301,1,4,14,11
1/14/2005 12:00,222636,1,4,14,12
1/14/2005 13:00,221224,1,4,14,13
1/14/2005 14:00,217830,1,4,14,14
1/14/2005 15:00,214393,1,4,14,15
1/14/2005 16:00,212847,1,4,14,16
1/14/2005 17:00,216961,1,4,14,17
1/14/2005 18:00,222878,1,4,14,18
1/14/2005 19:00,225976,1,4,14,19
1/14/2005 20:00,241964,1,4,14,20
1/14/2005 21:00,240598,1,4,14,21
1/14/2005 22:00,238772,1,4,14,22
1/14/2005 23:00,217970,1,4,14,23
1/15/2005 0:00,184564,1,5,15,12
1/15/2005 1:00,148140,1,5,15,1
1/15/2005 2:00,126420,1,5,15,2
1/15/2005 3:00,118329,1,5,15,3
1/15/2005 4:00,115101,1,5,15,4
1/15/2005 5:00,119101,1,5,15,5
1/15/2005 6:00,135788,1,5,15,6
1/15/2005 7:00,158521,1,5,15,7
1/15/2005 8:00,184199,1,5,15,8
1/15/2005 9:00,221201,1,5,15,9
1/15/2005 10:00,250599,1,5,15,10
1/15/2005 11:00,257589,1,5,15,11
1/15/2005 12:00,255407,1,5,15,12
1/15/2005 13:00,252105,1,5,15,13
1/15/2005 14:00,244656,1,5,15,14
1/15/2005 15:00,236883,1,5,15,15
1/15/2005 16:00,232229,1,5,15,16
1/15/2005 17:00,232452,1,5,15,17
1/15/2005 18:00,230487,1,5,15,18
1/15/2005 19:00,229368,1,5,15,19
1/15/2005 20:00,236237,1,5,15,20
1/15/2005 21:00,236572,1,5,15,21
1/15/2005 22:00,236400,1,5,15,22
1/15/2005 23:00,217368,1,5,15,23
1/16/2005 0:00,188695,1,6,16,12
1/16/2005 1:00,148757,1,6,16,1
1/16/2005 2:00,129679,1,6,16,2
1/16/2005 3:00,118752,1,6,16,3
1/16/2005 4:00,114017,1,6,16,4
1/16/2005 5:00,116312,1,6,16,5
1/16/2005 6:00,127177,1,6,16,6
1/16/2005 7:00,142323,1,6,16,7
1/16/2005 8:00,172312,1,6,16,8
1/16/2005 9:00,216688,1,6,16,9
1/16/2005 10:00,253101,1,6,16,10
1/16/2005 11:00,267868,1,6,16,11
1/16/2005 12:00,264696,1,6,16,12
1/16/2005 13:00,255468,1,6,16,13
1/16/2005 14:00,246698,1,6,16,14
1/16/2005 15:00,242745,1,6,16,15
1/16/2005 16:00,242535,1,6,16,16
1/16/2005 17:00,244699,1,6,16,17
1/16/2005 18:00,255001,1,6,16,18
1/16/2005 19:00,256362,1,6,16,19
1/16/2005 20:00,274271,1,6,16,20
1/16/2005 21:00,292340,1,6,16,21
1/16/2005 22:00,269612,1,6,16,22
1/16/2005 23:00,225523,1,6,16,23
1/17/2005 0:00,190748,1,5.8,17,12
1/17/2005 1:00,149263,1,5.6,17,1
1/17/2005 2:00,135022,1,5.4,17,2
1/17/2005 3:00,128399,1,5.2,17,3
1/17/2005 4:00,127397,1,5,17,4
1/17/2005 5:00,142702,1,4.8,17,5
1/17/2005 6:00,189916,1,4.6,17,6
1/17/2005 7:00,241578,1,4.4,17,7
1/17/2005 8:00,231211,1,4.2,17,8
1/17/2005 9:00,230491,1,4,17,9
1/17/2005 10:00,229389,1,3.8,17,10
1/17/2005 11:00,227898,1,3.6,17,11
1/17/2005 12:00,222069,1,3.4,17,12
1/17/2005 13:00,222426,1,3.2,17,13
1/17/2005 14:00,218823,1,3,17,14
1/17/2005 15:00,214950,1,2.8,17,15
1/17/2005 16:00,212658,1,2.6,17,16
1/17/2005 17:00,215481,1,2.4,17,17
1/17/2005 18:00,223363,1,2.2,17,18
1/17/2005 19:00,227970,1,2,17,19
1/17/2005 20:00,254683,1,1.8,17,20
1/17/2005 21:00,266740,1,1.6,17,21
1/17/2005 22:00,257284,1,1.4,17,22
1/17/2005 23:00,227584,1,1.2,17,23
1/18/2005 0:00,176218,1,1,18,12
1/18/2005 1:00,138880,1,1,18,1
1/18/2005 2:00,120656,1,1,18,2
1/18/2005 3:00,115341,1,1,18,3
1/18/2005 4:00,114533,1,1,18,4
1/18/2005 5:00,131016,1,1,18,5
1/18/2005 6:00,177827,1,1,18,6
1/18/2005 7:00,240311,1,1,18,7
1/18/2005 8:00,224387,1,1,18,8
1/18/2005 9:00,231673,1,1,18,9
1/18/2005 10:00,228233,1,1,18,10
1/18/2005 11:00,226618,1,1,18,11
1/18/2005 12:00,224687,1,1,18,12
1/18/2005 13:00,222819,1,1,18,13
1/18/2005 14:00,217089,1,1,18,14
1/18/2005 15:00,214242,1,1,18,15
1/18/2005 16:00,212714,1,1,18,16
1/18/2005 17:00,215906,1,1,18,17
1/18/2005 18:00,224841,1,1,18,18
1/18/2005 19:00,231952,1,1,18,19
1/18/2005 20:00,262355,1,1,18,20
1/18/2005 21:00,268565,1,1,18,21
1/18/2005 22:00,258894,1,1,18,22
1/18/2005 23:00,233553,1,1,18,23
1/19/2005 0:00,187894,1,2,19,12
1/19/2005 1:00,139392,1,2,19,1
1/19/2005 2:00,120981,1,2,19,2
1/19/2005 3:00,114599,1,2,19,3
1/19/2005 4:00,113819,1,2,19,4
1/19/2005 5:00,127457,1,2,19,5
1/19/2005 6:00,182446,1,2,19,6
1/19/2005 7:00,238747,1,2,19,7
1/19/2005 8:00,233936,1,2,19,8
1/19/2005 9:00,229956,1,2,19,9
1/19/2005 10:00,225866,1,2,19,10
1/19/2005 11:00,223020,1,2,19,11
1/19/2005 12:00,217647,1,2,19,12
1/19/2005 13:00,216907,1,2,19,13
1/19/2005 14:00,212536,1,2,19,14
1/19/2005 15:00,207688,1,2,19,15
1/19/2005 16:00,206434,1,2,19,16
1/19/2005 17:00,210709,1,2,19,17
1/19/2005 18:00,219897,1,2,19,18
1/19/2005 19:00,230345,1,2,19,19
1/19/2005 20:00,259051,1,2,19,20
1/19/2005 21:00,262526,1,2,19,21
1/19/2005 22:00,252486,1,2,19,22
1/19/2005 23:00,225023,1,2,19,23
1/20/2005 0:00,173055,1,3,20,12
1/20/2005 1:00,137687,1,3,20,1
1/20/2005 2:00,118946,1,3,20,2
1/20/2005 3:00,114866,1,3,20,3
1/20/2005 4:00,115570,1,3,20,4
1/20/2005 5:00,128071,1,3,20,5
1/20/2005 6:00,179742,1,3,20,6
1/20/2005 7:00,240562,1,3,20,7
1/20/2005 8:00,235298,1,3,20,8
1/20/2005 9:00,234737,1,3,20,9
1/20/2005 10:00,230746,1,3,20,10
1/20/2005 11:00,226980,1,3,20,11
1/20/2005 12:00,224285,1,3,20,12
1/20/2005 13:00,223379,1,3,20,13
1/20/2005 14:00,219716,1,3,20,14
1/20/2005 15:00,214928,1,3,20,15
1/20/2005 16:00,212052,1,3,20,16
1/20/2005 17:00,215588,1,3,20,17
1/20/2005 18:00,226655,1,3,20,18
1/20/2005 19:00,233430,1,3,20,19
1/20/2005 20:00,263514,1,3,20,20
1/20/2005 21:00,264417,1,3,20,21
1/20/2005 22:00,253614,1,3,20,22
1/20/2005 23:00,224133,1,3,20,23
1/21/2005 0:00,176637,1,4,21,12
1/21/2005 1:00,136975,1,4,21,1
1/21/2005 2:00,120875,1,4,21,2
1/21/2005 3:00,115107,1,4,21,3
1/21/2005 4:00,114300,1,4,21,4
1/21/2005 5:00,129605,1,4,21,5
1/21/2005 6:00,180245,1,4,21,6
1/21/2005 7:00,239406,1,4,21,7
1/21/2005 8:00,232931,1,4,21,8
1/21/2005 9:00,231693,1,4,21,9
1/21/2005 10:00,228715,1,4,21,10
1/21/2005 11:00,226524,1,4,21,11
1/21/2005 12:00,224538,1,4,21,12
1/21/2005 13:00,221856,1,4,21,13
1/21/2005 14:00,217751,1,4,21,14
1/21/2005 15:00,215513,1,4,21,15
1/21/2005 16:00,214192,1,4,21,16
1/21/2005 17:00,217440,1,4,21,17
1/21/2005 18:00,222424,1,4,21,18
1/21/2005 19:00,224890,1,4,21,19
1/21/2005 20:00,246449,1,4,21,20
1/21/2005 21:00,240449,1,4,21,21
1/21/2005 22:00,245830,1,4,21,22
1/21/2005 23:00,221190,1,4,21,23
1/22/2005 0:00,175225,1,5,22,12
1/22/2005 1:00,143791,1,5,22,1
1/22/2005 2:00,125048,1,5,22,2
1/22/2005 3:00,116682,1,5,22,3
1/22/2005 4:00,114776,1,5,22,4
1/22/2005 5:00,119339,1,5,22,5
1/22/2005 6:00,135851,1,5,22,6
1/22/2005 7:00,157633,1,5,22,7
1/22/2005 8:00,189767,1,5,22,8
1/22/2005 9:00,234229,1,5,22,9
1/22/2005 10:00,259274,1,5,22,10
1/22/2005 11:00,265017,1,5,22,11
1/22/2005 12:00,258658,1,5,22,12
1/22/2005 13:00,254768,1,5,22,13
1/22/2005 14:00,245912,1,5,22,14
1/22/2005 15:00,236671,1,5,22,15
1/22/2005 16:00,231894,1,5,22,16
1/22/2005 17:00,231181,1,5,22,17
1/22/2005 18:00,235619,1,5,22,18
1/22/2005 19:00,236645,1,5,22,19
1/22/2005 20:00,237855,1,5,22,20
1/22/2005 21:00,239215,1,5,22,21
1/22/2005 22:00,235823,1,5,22,22
1/22/2005 23:00,219789,1,5,22,23
1/23/2005 0:00,182990,1,6,23,12
1/23/2005 1:00,147591,1,6,23,1
1/23/2005 2:00,126903,1,6,23,2
1/23/2005 3:00,117847,1,6,23,3
1/23/2005 4:00,112915,1,6,23,4
1/23/2005 5:00,115488,1,6,23,5
1/23/2005 6:00,129025,1,6,23,6
1/23/2005 7:00,142910,1,6,23,7
1/23/2005 8:00,178053,1,6,23,8
1/23/2005 9:00,222734,1,6,23,9
1/23/2005 10:00,254408,1,6,23,10
1/23/2005 11:00,265581,1,6,23,11
1/23/2005 12:00,264629,1,6,23,12
1/23/2005 13:00,257071,1,6,23,13
1/23/2005 14:00,247276,1,6,23,14
1/23/2005 15:00,240930,1,6,23,15
1/23/2005 16:00,236877,1,6,23,16
1/23/2005 17:00,242891,1,6,23,17
1/23/2005 18:00,255445,1,6,23,18
1/23/2005 19:00,265599,1,6,23,19
1/23/2005 20:00,279373,1,6,23,20
1/23/2005 21:00,276852,1,6,23,21
1/23/2005 22:00,265689,1,6,23,22
1/23/2005 23:00,221733,1,6,23,23
1/24/2005 0:00,175542,1,5.8,24,12
1/24/2005 1:00,145262,1,5.6,24,1
1/24/2005 2:00,122869,1,5.4,24,2
1/24/2005 3:00,112317,1,5.2,24,3
1/24/2005 4:00,113039,1,5,24,4
1/24/2005 5:00,131326,1,4.8,24,5
1/24/2005 6:00,184436,1,4.6,24,6
1/24/2005 7:00,243169,1,4.4,24,7
1/24/2005 8:00,233399,1,4.2,24,8
1/24/2005 9:00,232340,1,4,24,9
1/24/2005 10:00,231258,1,3.8,24,10
1/24/2005 11:00,228743,1,3.6,24,11
1/24/2005 12:00,223953,1,3.4,24,12
1/24/2005 13:00,222923,1,3.2,24,13
1/24/2005 14:00,218685,1,3,24,14
1/24/2005 15:00,211658,1,2.8,24,15
1/24/2005 16:00,209820,1,2.6,24,16
1/24/2005 17:00,213425,1,2.4,24,17
1/24/2005 18:00,222194,1,2.2,24,18
1/24/2005 19:00,226152,1,2,24,19
1/24/2005 20:00,255009,1,1.8,24,20
1/24/2005 21:00,260513,1,1.6,24,21
1/24/2005 22:00,251357,1,1.4,24,22
1/24/2005 23:00,225683,1,1.2,24,23
1/25/2005 0:00,172968,1,1,25,12
1/25/2005 1:00,136857,1,1,25,1
1/25/2005 2:00,119200,1,1,25,2
1/25/2005 3:00,113022,1,1,25,3
1/25/2005 4:00,114261,1,1,25,4
1/25/2005 5:00,129462,1,1,25,5
1/25/2005 6:00,179229,1,1,25,6
1/25/2005 7:00,235146,1,1,25,7
1/25/2005 8:00,230242,1,1,25,8
1/25/2005 9:00,228967,1,1,25,9
1/25/2005 10:00,225551,1,1,25,10
1/25/2005 11:00,222351,1,1,25,11
1/25/2005 12:00,218585,1,1,25,12
1/25/2005 13:00,217298,1,1,25,13
1/25/2005 14:00,213831,1,1,25,14
1/25/2005 15:00,208894,1,1,25,15
1/25/2005 16:00,208232,1,1,25,16
1/25/2005 17:00,212837,1,1,25,17
1/25/2005 18:00,220929,1,1,25,18
1/25/2005 19:00,228465,1,1,25,19
1/25/2005 20:00,257161,1,1,25,20
1/25/2005 21:00,261143,1,1,25,21
1/25/2005 22:00,252784,1,1,25,22
1/25/2005 23:00,229700,1,1,25,23
1/26/2005 0:00,174298,1,2,26,12
1/26/2005 1:00,136411,1,2,26,1
1/26/2005 2:00,119138,1,2,26,2
1/26/2005 3:00,113323,1,2,26,3
1/26/2005 4:00,113837,1,2,26,4
1/26/2005 5:00,130609,1,2,26,5
1/26/2005 6:00,179779,1,2,26,6
1/26/2005 7:00,234378,1,2,26,7
1/26/2005 8:00,234925,1,2,26,8
1/26/2005 9:00,231241,1,2,26,9
1/26/2005 10:00,226919,1,2,26,10
1/26/2005 11:00,226123,1,2,26,11
1/26/2005 12:00,221886,1,2,26,12
1/26/2005 13:00,219816,1,2,26,13
1/26/2005 14:00,216792,1,2,26,14
1/26/2005 15:00,212510,1,2,26,15
1/26/2005 16:00,210236,1,2,26,16
1/26/2005 17:00,216545,1,2,26,17
1/26/2005 18:00,225622,1,2,26,18
1/26/2005 19:00,233188,1,2,26,19
1/26/2005 20:00,265375,1,2,26,20
1/26/2005 21:00,265218,1,2,26,21
1/26/2005 22:00,258037,1,2,26,22
1/26/2005 23:00,227069,1,2,26,23
1/27/2005 0:00,176436,1,3,27,12
1/27/2005 1:00,137389,1,3,27,1
1/27/2005 2:00,120366,1,3,27,2
