,datetime,total,month,weekDay,day,hour,isHoliday
84,1/4/2005 12:00,247419.0,1,1.0,4,12,1
85,1/4/2005 13:00,237304.0,1,1.0,4,13,1
86,1/4/2005 14:00,230940.0,1,1.0,4,14,1
87,1/4/2005 15:00,221025.0,1,1.0,4,15,1
88,1/4/2005 16:00,220678.0,1,1.0,4,16,1
89,1/4/2005 17:00,218179.0,1,1.0,4,17,1
90,1/4/2005 18:00,218460.0,1,1.0,4,18,1
91,1/4/2005 19:00,218859.0,1,1.0,4,19,1
92,1/4/2005 20:00,230671.0,1,1.0,4,20,1
93,1/4/2005 21:00,228877.0,1,1.0,4,21,1
94,1/4/2005 22:00,222350.0,1,1.0,4,22,1
95,1/4/2005 23:00,208885.0,1,1.0,4,23,1
96,1/5/2005 0:00,181284.0,1,2.0,5,12,1
97,1/5/2005 1:00,146594.0,1,2.0,5,1,1
98,1/5/2005 2:00,129392.0,1,2.0,5,2,1
99,1/5/2005 3:00,118012.0,1,2.0,5,3,1
100,1/5/2005 4:00,116025.0,1,2.0,5,4,1
101,1/5/2005 5:00,119592.0,1,2.0,5,5,1
102,1/5/2005 6:00,134051.0,1,2.0,5,6,1
103,1/5/2005 7:00,149895.0,1,2.0,5,7,1
104,1/5/2005 8:00,171575.0,1,2.0,5,8,1
105,1/5/2005 9:00,206144.0,1,2.0,5,9,1
106,1/5/2005 10:00,239637.0,1,2.0,5,10,1
107,1/5/2005 11:00,250748.0,1,2.0,5,11,1
108,1/5/2005 12:00,247072.0,1,2.0,5,12,1
109,1/5/2005 13:00,241547.0,1,2.0,5,13,1
110,1/5/2005 14:00,233347.0,1,2.0,5,14,1
111,1/5/2005 15:00,226833.0,1,2.0,5,15,1
112,1/5/2005 16:00,223435.0,1,2.0,5,16,1
113,1/5/2005 17:00,220908.0,1,2.0,5,17,1
114,1/5/2005 18:00,215209.0,1,2.0,5,18,1
115,1/5/2005 19:00,220540.0,1,2.0,5,19,1
116,1/5/2005 20:00,227553.0,1,2.0,5,20,1
117,1/5/2005 21:00,229437.0,1,2.0,5,21,1
118,1/5/2005 22:00,226999.0,1,2.0,5,22,1
119,1/5/2005 23:00,209002.0,1,2.0,5,23,1
120,1/6/2005 0:00,182444.0,1,3.0,6,12,1
121,1/6/2005 1:00,146645.0,1,3.0,6,1,1
122,1/6/2005 2:00,126777.0,1,3.0,6,2,1
123,1/6/2005 3:00,117431.0,1,3.0,6,3,1
124,1/6/2005 4:00,114517.0,1,3.0,6,4,1
125,1/6/2005 5:00,119091.0,1,3.0,6,5,1
126,1/6/2005 6:00,133502.0,1,3.0,6,6,1
127,1/6/2005 7:00,149119.0,1,3.0,6,7,1
128,1/6/2005 8:00,169004.0,1,3.0,6,8,1
129,1/6/2005 9:00,206834.0,1,3.0,6,9,1
130,1/6/2005 10:00,238829.0,1,3.0,6,10,1
131,1/6/2005 11:00,252449.0,1,3.0,6,11,1
132,1/6/2005 12:00,245827.0,1,3.0,6,12,1
133,1/6/2005 13:00,240421.0,1,3.0,6,13,1
134,1/6/2005 14:00,236947.0,1,3.0,6,14,1
135,1/6/2005 15:00,229101.0,1,3.0,6,15,1
136,1/6/2005 16:00,227755.0,1,3.0,6,16,1
137,1/6/2005 17:00,226143.0,1,3.0,6,17,1
138,1/6/2005 18:00,224946.0,1,3.0,6,18,1
139,1/6/2005 19:00,230339.0,1,3.0,6,19,1
140,1/6/2005 20:00,233117.0,1,3.0,6,20,1
141,1/6/2005 21:00,228498.0,1,3.0,6,21,1
142,1/6/2005 22:00,226870.0,1,3.0,6,22,1
143,1/6/2005 23:00,208332.0,1,3.0,6,23,1
144,1/7/2005 0:00,182896.0,1,4.0,7,12,1
145,1/7/2005 1:00,148677.0,1,4.0,7,1,1
146,1/7/2005 2:00,127603.0,1,4.0,7,2,1
147,1/7/2005 3:00,117810.0,1,4.0,7,3,1
148,1/7/2005 4:00,112756.0,1,4.0,7,4,1
149,1/7/2005 5:00,115988.0,1,4.0,7,5,1
150,1/7/2005 6:00,124545.0,1,4.0,7,6,1
151,1/7/2005 7:00,135122.0,1,4.0,7,7,1
152,1/7/2005 8:00,156978.0,1,4.0,7,8,1
153,1/7/2005 9:00,193327.0,1,4.0,7,9,1
154,1/7/2005 10:00,226399.0,1,4.0,7,10,1
155,1/7/2005 11:00,240832.0,1,4.0,7,11,1
156,1/7/2005 12:00,239510.0,1,4.0,7,12,1
157,1/7/2005 13:00,231540.0,1,4.0,7,13,1
158,1/7/2005 14:00,220886.0,1,4.0,7,14,1
159,1/7/2005 15:00,210419.0,1,4.0,7,15,1
160,1/7/2005 16:00,205302.0,1,4.0,7,16,1
161,1/7/2005 17:00,203949.0,1,4.0,7,17,1
162,1/7/2005 18:00,200223.0,1,4.0,7,18,1
163,1/7/2005 19:00,205904.0,1,4.0,7,19,1
164,1/7/2005 20:00,211663.0,1,4.0,7,20,1
165,1/7/2005 21:00,210623.0,1,4.0,7,21,1
166,1/7/2005 22:00,214898.0,1,4.0,7,22,1
167,1/7/2005 23:00,195187.0,1,4.0,7,23,1
168,1/8/2005 0:00,180532.0,1,5.0,8,12,0
169,1/8/2005 1:00,148445.0,1,5.0,8,1,0
170,1/8/2005 2:00,127190.0,1,5.0,8,2,0
171,1/8/2005 3:00,117312.0,1,5.0,8,3,0
172,1/8/2005 4:00,114071.0,1,5.0,8,4,0
173,1/8/2005 5:00,116910.0,1,5.0,8,5,0
174,1/8/2005 6:00,128019.0,1,5.0,8,6,0
175,1/8/2005 7:00,140169.0,1,5.0,8,7,0
176,1/8/2005 8:00,162252.0,1,5.0,8,8,0
177,1/8/2005 9:00,199043.0,1,5.0,8,9,0
178,1/8/2005 10:00,235235.0,1,5.0,8,10,0
179,1/8/2005 11:00,247486.0,1,5.0,8,11,0
180,1/8/2005 12:00,247015.0,1,5.0,8,12,0
181,1/8/2005 13:00,245174.0,1,5.0,8,13,0
182,1/8/2005 14:00,235204.0,1,5.0,8,14,0
183,1/8/2005 15:00,228276.0,1,5.0,8,15,0
184,1/8/2005 16:00,222672.0,1,5.0,8,16,0
185,1/8/2005 17:00,222201.0,1,5.0,8,17,0
186,1/8/2005 18:00,222509.0,1,5.0,8,18,0
187,1/8/2005 19:00,224939.0,1,5.0,8,19,0
188,1/8/2005 20:00,224641.0,1,5.0,8,20,0
189,1/8/2005 21:00,232127.0,1,5.0,8,21,0
190,1/8/2005 22:00,229388.0,1,5.0,8,22,0
191,1/8/2005 23:00,210970.0,1,5.0,8,23,0
192,1/9/2005 0:00,184486.0,1,6.0,9,12,1
193,1/9/2005 1:00,149524.0,1,6.0,9,1,1
194,1/9/2005 2:00,130273.0,1,6.0,9,2,1
195,1/9/2005 3:00,117399.0,1,6.0,9,3,1
196,1/9/2005 4:00,115616.0,1,6.0,9,4,1
197,1/9/2005 5:00,117131.0,1,6.0,9,5,1
198,1/9/2005 6:00,127659.0,1,6.0,9,6,1
199,1/9/2005 7:00,137732.0,1,6.0,9,7,1
200,1/9/2005 8:00,159678.0,1,6.0,9,8,1
201,1/9/2005 9:00,197595.0,1,6.0,9,9,1
202,1/9/2005 10:00,238089.0,1,6.0,9,10,1
203,1/9/2005 11:00,253763.0,1,6.0,9,11,1
204,1/9/2005 12:00,257739.0,1,6.0,9,12,1
205,1/9/2005 13:00,250524.0,1,6.0,9,13,1
206,1/9/2005 14:00,240924.0,1,6.0,9,14,1
207,1/9/2005 15:00,232722.0,1,6.0,9,15,1
208,1/9/2005 16:00,229693.0,1,6.0,9,16,1
209,1/9/2005 17:00,234247.0,1,6.0,9,17,1
210,1/9/2005 18:00,232790.0,1,6.0,9,18,1
211,1/9/2005 19:00,241269.0,1,6.0,9,19,1
212,1/9/2005 20:00,240996.0,1,6.0,9,20,1
213,1/9/2005 21:00,247783.0,1,6.0,9,21,1
214,1/9/2005 22:00,238954.0,1,6.0,9,22,1
215,1/9/2005 23:00,213575.0,1,6.0,9,23,1
216,1/10/2005 0:00,193372.0,1,5.8,10,12,1
217,1/10/2005 1:00,148945.0,1,5.6,10,1,1
218,1/10/2005 2:00,125254.0,1,5.4,10,2,1
219,1/10/2005 3:00,117945.0,1,5.2,10,3,1
220,1/10/2005 4:00,113046.0,1,5.0,10,4,1
221,1/10/2005 5:00,118036.0,1,4.8,10,5,1
222,1/10/2005 6:00,138030.0,1,4.6,10,6,1
223,1/10/2005 7:00,162626.0,1,4.4,10,7,1
224,1/10/2005 8:00,180689.0,1,4.2,10,8,1
225,1/10/2005 9:00,214527.0,1,4.0,10,9,1
226,1/10/2005 10:00,242839.0,1,3.8,10,10,1
227,1/10/2005 11:00,256175.0,1,3.6,10,11,1
228,1/10/2005 12:00,254838.0,1,3.4,10,12,1
229,1/10/2005 13:00,254049.0,1,3.2,10,13,1
230,1/10/2005 14:00,245371.0,1,3.0,10,14,1
231,1/10/2005 15:00,236619.0,1,2.8,10,15,1
232,1/10/2005 16:00,239951.0,1,2.6,10,16,1
233,1/10/2005 17:00,242211.0,1,2.4,10,17,1
234,1/10/2005 18:00,244662.0,1,2.2,10,18,1
235,1/10/2005 19:00,263151.0,1,2.0,10,19,1
236,1/10/2005 20:00,274583.0,1,1.8,10,20,1
237,1/10/2005 21:00,274887.0,1,1.6,10,21,1
238,1/10/2005 22:00,256632.0,1,1.4,10,22,1
239,1/10/2005 23:00,235622.0,1,1.2,10,23,1
240,1/11/2005 0:00,183501.0,1,1.0,11,12,0
241,1/11/2005 1:00,143973.0,1,1.0,11,1,0
242,1/11/2005 2:00,122661.0,1,1.0,11,2,0
243,1/11/2005 3:00,113488.0,1,1.0,11,3,0
244,1/11/2005 4:00,113897.0,1,1.0,11,4,0
245,1/11/2005 5:00,129141.0,1,1.0,11,5,0
246,1/11/2005 6:00,184687.0,1,1.0,11,6,0
247,1/11/2005 7:00,243203.0,1,1.0,11,7,0
248,1/11/2005 8:00,221382.0,1,1.0,11,8,0
249,1/11/2005 9:00,225839.0,1,1.0,11,9,0
250,1/11/2005 10:00,225378.0,1,1.0,11,10,0
251,1/11/2005 11:00,223201.0,1,1.0,11,11,0
252,1/11/2005 12:00,219626.0,1,1.0,11,12,0
253,1/11/2005 13:00,219611.0,1,1.0,11,13,0
254,1/11/2005 14:00,217464.0,1,1.0,11,14,0
255,1/11/2005 15:00,210173.0,1,1.0,11,15,0
256,1/11/2005 16:00,210865.0,1,1.0,11,16,0
257,1/11/2005 17:00,215175.0,1,1.0,11,17,0
258,1/11/2005 18:00,221163.0,1,1.0,11,18,0
259,1/11/2005 19:00,230006.0,1,1.0,11,19,0
260,1/11/2005 20:00,259098.0,1,1.0,11,20,0
261,1/11/2005 21:00,263359.0,1,1.0,11,21,0
262,1/11/2005 22:00,257418.0,1,1.0,11,22,0
263,1/11/2005 23:00,226146.0,1,1.0,11,23,0
264,1/12/2005 0:00,181508.0,1,2.0,12,12,0
265,1/12/2005 1:00,139900.0,1,2.0,12,1,0
266,1/12/2005 2:00,121563.0,1,2.0,12,2,0
267,1/12/2005 3:00,114724.0,1,2.0,12,3,0
268,1/12/2005 4:00,114818.0,1,2.0,12,4,0
269,1/12/2005 5:00,131188.0,1,2.0,12,5,0
270,1/12/2005 6:00,178966.0,1,2.0,12,6,0
271,1/12/2005 7:00,235415.0,1,2.0,12,7,0
272,1/12/2005 8:00,225595.0,1,2.0,12,8,0
273,1/12/2005 9:00,223664.0,1,2.0,12,9,0
274,1/12/2005 10:00,224833.0,1,2.0,12,10,0
275,1/12/2005 11:00,222224.0,1,2.0,12,11,0
276,1/12/2005 12:00,220546.0,1,2.0,12,12,0
277,1/12/2005 13:00,220647.0,1,2.0,12,13,0
278,1/12/2005 14:00,218439.0,1,2.0,12,14,0
279,1/12/2005 15:00,213119.0,1,2.0,12,15,0
280,1/12/2005 16:00,213118.0,1,2.0,12,16,0
281,1/12/2005 17:00,216473.0,1,2.0,12,17,0
282,1/12/2005 18:00,223498.0,1,2.0,12,18,0
283,1/12/2005 19:00,228226.0,1,2.0,12,19,0
284,1/12/2005 20:00,260290.0,1,2.0,12,20,0
285,1/12/2005 21:00,264243.0,1,2.0,12,21,0
286,1/12/2005 22:00,254416.0,1,2.0,12,22,0
287,1/12/2005 23:00,226642.0,1,2.0,12,23,0
288,1/13/2005 0:00,181755.0,1,3.0,13,12,0
289,1/13/2005 1:00,141757.0,1,3.0,13,1,0
290,1/13/2005 2:00,123968.0,1,3.0,13,2,0
291,1/13/2005 3:00,117510.0,1,3.0,13,3,0
292,1/13/2005 4:00,115814.0,1,3.0,13,4,0
293,1/13/2005 5:00,132495.0,1,3.0,13,5,0
294,1/13/2005 6:00,180063.0,1,3.0,13,6,0
295,1/13/2005 7:00,235062.0,1,3.0,13,7,0
296,1/13/2005 8:00,228431.0,1,3.0,13,8,0
297,1/13/2005 9:00,225686.0,1,3.0,13,9,0
298,1/13/2005 10:00,223847.0,1,3.0,13,10,0
299,1/13/2005 11:00,224844.0,1,3.0,13,11,0
300,1/13/2005 12:00,220885.0,1,3.0,13,12,0
301,1/13/2005 13:00,220855.0,1,3.0,13,13,0
302,1/13/2005 14:00,217473.0,1,3.0,13,14,0
303,1/13/2005 15:00,213668.0,1,3.0,13,15,0
304,1/13/2005 16:00,212751.0,1,3.0,13,16,0
305,1/13/2005 17:00,217645.0,1,3.0,13,17,0
306,1/13/2005 18:00,226870.0,1,3.0,13,18,0
307,1/13/2005 19:00,231559.0,1,3.0,13,19,0
308,1/13/2005 20:00,253657.0,1,3.0,13,20,0
309,1/13/2005 21:00,254795.0,1,3.0,13,21,0
310,1/13/2005 22:00,250381.0,1,3.0,13,22,0
311,1/13/2005 23:00,224536.0,1,3.0,13,23,0
312,1/14/2005 0:00,184693.0,1,4.0,14,12,0
313,1/14/2005 1:00,145938.0,1,4.0,14,1,0
314,1/14/2005 2:00,125162.0,1,4.0,14,2,0
315,1/14/2005 3:00,118848.0,1,4.0,14,3,0
316,1/14/2005 4:00,117041.0,1,4.0,14,4,0
317,1/14/2005 5:00,129990.0,1,4.0,14,5,0
318,1/14/2005 6:00,176679.0,1,4.0,14,6,0
319,1/14/2005 7:00,231228.0,1,4.0,14,7,0
320,1/14/2005 8:00,226258.0,1,4.0,14,8,0
321,1/14/2005 9:00,226481.0,1,4.0,14,9,0
322,1/14/2005 10:00,226185.0,1,4.0,14,10,0
323,1/14/2005 11:00,225301.0,1,4.0,14,11,0
324,1/14/2005 12:00,222636.0,1,4.0,14,12,0
325,1/14/2005 13:00,221224.0,1,4.0,14,13,0
326,1/14/2005 14:00,217830.0,1,4.0,14,14,0
327,1/14/2005 15:00,214393.0,1,4.0,14,15,0
328,1/14/2005 16:00,212847.0,1,4.0,14,16,0
329,1/14/2005 17:00,216961.0,1,4.0,14,17,0
330,1/14/2005 18:00,222878.0,1,4.0,14,18,0
331,1/14/2005 19:00,225976.0,1,4.0,14,19,0
332,1/14/2005 20:00,241964.0,1,4.0,14,20,0
333,1/14/2005 21:00,240598.0,1,4.0,14,21,0
334,1/14/2005 22:00,238772.0,1,4.0,14,22,0
335,1/14/2005 23:00,217970.0,1,4.0,14,23,0
336,1/15/2005 0:00,184564.0,1,5.0,15,12,0
337,1/15/2005 1:00,148140.0,1,5.0,15,1,0
338,1/15/2005 2:00,126420.0,1,5.0,15,2,0
339,1/15/2005 3:00,118329.0,1,5.0,15,3,0
340,1/15/2005 4:00,115101.0,1,5.0,15,4,0
341,1/15/2005 5:00,119101.0,1,5.0,15,5,0
342,1/15/2005 6:00,135788.0,1,5.0,15,6,0
343,1/15/2005 7:00,158521.0,1,5.0,15,7,0
344,1/15/2005 8:00,184199.0,1,5.0,15,8,0
345,1/15/2005 9:00,221201.0,1,5.0,15,9,0
346,1/15/2005 10:00,250599.0,1,5.0,15,10,0
347,1/15/2005 11:00,257589.0,1,5.0,15,11,0
348,1/15/2005 12:00,255407.0,1,5.0,15,12,0
349,1/15/2005 13:00,252105.0,1,5.0,15,13,0
350,1/15/2005 14:00,244656.0,1,5.0,15,14,0
351,1/15/2005 15:00,236883.0,1,5.0,15,15,0
352,1/15/2005 16:00,232229.0,1,5.0,15,16,0
353,1/15/2005 17:00,232452.0,1,5.0,15,17,0
354,1/15/2005 18:00,230487.0,1,5.0,15,18,0
355,1/15/2005 19:00,229368.0,1,5.0,15,19,0
356,1/15/2005 20:00,236237.0,1,5.0,15,20,0
357,1/15/2005 21:00,236572.0,1,5.0,15,21,0
358,1/15/2005 22:00,236400.0,1,5.0,15,22,0
359,1/15/2005 23:00,217368.0,1,5.0,15,23,0
360,1/16/2005 0:00,188695.0,1,6.0,16,12,0
361,1/16/2005 1:00,148757.0,1,6.0,16,1,0
362,1/16/2005 2:00,129679.0,1,6.0,16,2,0
363,1/16/2005 3:00,118752.0,1,6.0,16,3,0
364,1/16/2005 4:00,114017.0,1,6.0,16,4,0
365,1/16/2005 5:00,116312.0,1,6.0,16,5,0
366,1/16/2005 6:00,127177.0,1,6.0,16,6,0
367,1/16/2005 7:00,142323.0,1,6.0,16,7,0
368,1/16/2005 8:00,172312.0,1,6.0,16,8,0
369,1/16/2005 9:00,216688.0,1,6.0,16,9,0
370,1/16/2005 10:00,253101.0,1,6.0,16,10,0
371,1/16/2005 11:00,267868.0,1,6.0,16,11,0
372,1/16/2005 12:00,264696.0,1,6.0,16,12,0
373,1/16/2005 13:00,255468.0,1,6.0,16,13,0
374,1/16/2005 14:00,246698.0,1,6.0,16,14,0
375,1/16/2005 15:00,242745.0,1,6.0,16,15,0
376,1/16/2005 16:00,242535.0,1,6.0,16,16,0
377,1/16/2005 17:00,244699.0,1,6.0,16,17,0
378,1/16/2005 18:00,255001.0,1,6.0,16,18,0
379,1/16/2005 19:00,256362.0,1,6.0,16,19,0
380,1/16/2005 20:00,274271.0,1,6.0,16,20,0
381,1/16/2005 21:00,292340.0,1,6.0,16,21,0
382,1/16/2005 22:00,269612.0,1,6.0,16,22,0
383,1/16/2005 23:00,225523.0,1,6.0,16,23,0
384,1/17/2005 0:00,190748.0,1,5.8,17,12,0
385,1/17/2005 1:00,149263.0,1,5.6,17,1,0
386,1/17/2005 2:00,135022.0,1,5.4,17,2,0
387,1/17/2005 3:00,128399.0,1,5.2,17,3,0
388,1/17/2005 4:00,127397.0,1,5.0,17,4,0
389,1/17/2005 5:00,142702.0,1,4.8,17,5,0
390,1/17/2005 6:00,189916.0,1,4.6,17,6,0
391,1/17/2005 7:00,241578.0,1,4.4,17,7,0
392,1/17/2005 8:00,231211.0,1,4.2,17,8,0
393,1/17/2005 9:00,230491.0,1,4.0,17,9,0
394,1/17/2005 10:00,229389.0,1,3.8,17,10,0
395,1/17/2005 11:00,227898.0,1,3.6,17,11,0
396,1/17/2005 12:00,222069.0,1,3.4,17,12,0
397,1/17/2005 13:00,222426.0,1,3.2,17,13,0
398,1/17/2005 14:00,218823.0,1,3.0,17,14,0
399,1/17/2005 15:00,214950.0,1,2.8,17,15,0
400,1/17/2005 16:00,212658.0,1,2.6,17,16,0
401,1/17/2005 17:00,215481.0,1,2.4,17,17,0
402,1/17/2005 18:00,223363.0,1,2.2,17,18,0
403,1/17/2005 19:00,227970.0,1,2.0,17,19,0
404,1/17/2005 20:00,254683.0,1,1.8,17,20,0
405,1/17/2005 21:00,266740.0,1,1.6,17,21,0
406,1/17/2005 22:00,257284.0,1,1.4,17,22,0
407,1/17/2005 23:00,227584.0,1,1.2,17,23,0
408,1/18/2005 0:00,176218.0,1,1.0,18,12,0
409,1/18/2005 1:00,138880.0,1,1.0,18,1,0
410,1/18/2005 2:00,120656.0,1,1.0,18,2,0
411,1/18/2005 3:00,115341.0,1,1.0,18,3,0
412,1/18/2005 4:00,114533.0,1,1.0,18,4,0
413,1/18/2005 5:00,131016.0,1,1.0,18,5,0
414,1/18/2005 6:00,177827.0,1,1.0,18,6,0
415,1/18/2005 7:00,240311.0,1,1.0,18,7,0
416,1/18/2005 8:00,224387.0,1,1.0,18,8,0
417,1/18/2005 9:00,231673.0,1,1.0,18,9,0
418,1/18/2005 10:00,228233.0,1,1.0,18,10,0
419,1/18/2005 11:00,226618.0,1,1.0,18,11,0
420,1/18/2005 12:00,224687.0,1,1.0,18,12,0
421,1/18/2005 13:00,222819.0,1,1.0,18,13,0
422,1/18/2005 14:00,217089.0,1,1.0,18,14,0
423,1/18/2005 15:00,214242.0,1,1.0,18,15,0
424,1/18/2005 16:00,212714.0,1,1.0,18,16,0
425,1/18/2005 17:00,215906.0,1,1.0,18,17,0
426,1/18/2005 18:00,224841.0,1,1.0,18,18,0
427,1/18/2005 19:00,231952.0,1,1.0,18,19,0
428,1/18/2005 20:00,262355.0,1,1.0,18,20,0
429,1/18/2005 21:00,268565.0,1,1.0,18,21,0
430,1/18/2005 22:00,258894.0,1,1.0,18,22,0
431,1/18/2005 23:00,233553.0,1,1.0,18,23,0
432,1/19/2005 0:00,187894.0,1,2.0,19,12,0
433,1/19/2005 1:00,139392.0,1,2.0,19,1,0
434,1/19/2005 2:00,120981.0,1,2.0,19,2,0
435,1/19/2005 3:00,114599.0,1,2.0,19,3,0
436,1/19/2005 4:00,113819.0,1,2.0,19,4,0
437,1/19/2005 5:00,127457.0,1,2.0,19,5,0
438,1/19/2005 6:00,182446.0,1,2.0,19,6,0
439,1/19/2005 7:00,238747.0,1,2.0,19,7,0
440,1/19/2005 8:00,233936.0,1,2.0,19,8,0
441,1/19/2005 9:00,229956.0,1,2.0,19,9,0
442,1/19/2005 10:00,225866.0,1,2.0,19,10,0
443,1/19/2005 11:00,223020.0,1,2.0,19,11,0
444,1/19/2005 12:00,217647.0,1,2.0,19,12,0
445,1/19/2005 13:00,216907.0,1,2.0,19,13,0
446,1/19/2005 14:00,212536.0,1,2.0,19,14,0
447,1/19/2005 15:00,207688.0,1,2.0,19,15,0
448,1/19/2005 16:00,206434.0,1,2.0,19,16,0
449,1/19/2005 17:00,210709.0,1,2.0,19,17,0
450,1/19/2005 18:00,219897.0,1,2.0,19,18,0
451,1/19/2005 19:00,230345.0,1,2.0,19,19,0
452,1/19/2005 20:00,259051.0,1,2.0,19,20,0
453,1/19/2005 21:00,262526.0,1,2.0,19,21,0
454,1/19/2005 22:00,252486.0,1,2.0,19,22,0
455,1/19/2005 23:00,225023.0,1,2.0,19,23,0
456,1/20/2005 0:00,173055.0,1,3.0,20,12,0
457,1/20/2005 1:00,137687.0,1,3.0,20,1,0
458,1/20/2005 2:00,118946.0,1,3.0,20,2,0
459,1/20/2005 3:00,114866.0,1,3.0,20,3,0
460,1/20/2005 4:00,115570.0,1,3.0,20,4,0
461,1/20/2005 5:00,128071.0,1,3.0,20,5,0
462,1/20/2005 6:00,179742.0,1,3.0,20,6,0
463,1/20/2005 7:00,240562.0,1,3.0,20,7,0
464,1/20/2005 8:00,235298.0,1,3.0,20,8,0
